200,OUTPUT4/PA4-E-Output.txt
4.66,-7.40,56.79	4.66,-7.40,56.79	0.002
25.84,7.63,32.13	25.77,7.63,32.11	0.071
18.52,20.70,35.61	18.57,20.78,35.62	0.092
14.01,-12.30,4.51	14.04,-12.44,4.61	0.175
-19.53,-13.60,-4.94	-19.53,-13.60,-4.94	0.010
3.66,-8.61,22.94	3.65,-8.56,22.93	0.048
0.54,-16.83,-7.41	0.54,-16.84,-7.40	0.006
7.04,-5.83,-23.10	7.03,-5.83,-23.06	0.042
16.83,-3.96,51.52	16.89,-4.03,51.52	0.096
13.08,-17.29,-6.79	13.05,-17.38,-6.80	0.094
-6.88,3.82,52.14	-6.85,3.83,52.14	0.026
6.57,19.67,59.70	6.55,19.74,59.70	0.082
15.94,-5.30,38.43	15.96,-5.42,38.43	0.124
19.03,16.54,50.78	19.06,16.56,50.79	0.039
-9.05,22.31,34.61	-9.04,22.28,34.59	0.030
22.70,-14.02,-4.61	22.71,-14.05,-4.59	0.037
33.38,-6.41,-18.29	33.30,-6.35,-18.26	0.109
23.35,2.25,41.16	23.33,2.25,41.16	0.019
2.64,-6.87,-26.02	2.60,-6.88,-25.98	0.063
-12.16,18.75,35.57	-12.19,18.76,35.60	0.048
25.40,-7.19,-24.94	25.40,-7.21,-24.96	0.034
-8.14,8.15,-11.46	-8.14,8.13,-11.46	0.020
17.25,26.24,7.00	17.26,26.30,7.01	0.065
-29.03,7.48,-36.84	-29.03,7.47,-36.84	0.010
24.15,1.01,34.79	24.20,0.99,34.81	0.053
-4.16,13.54,57.84	-4.27,13.63,57.86	0.146
-11.40,-29.29,-33.92	-11.38,-29.33,-33.93	0.045
-28.84,10.13,-21.63	-28.83,10.13,-21.63	0.007
-4.67,-0.98,-36.91	-4.68,-0.99,-36.91	0.018
32.21,-5.97,-22.70	32.11,-5.89,-22.61	0.157
-3.07,5.13,-23.12	-3.11,5.03,-23.04	0.134
10.37,24.10,-6.12	10.35,24.13,-6.13	0.034
26.01,0.59,-29.21	26.02,0.61,-29.18	0.038
-11.93,5.42,-39.36	-11.87,5.50,-39.43	0.126
-34.37,-18.70,-10.02	-34.32,-18.67,-10.07	0.070
-26.61,8.89,-35.84	-26.62,8.93,-35.86	0.044
-15.06,2.44,0.95	-15.08,2.45,0.95	0.032
0.36,6.53,-19.18	0.37,6.56,-19.21	0.047
21.89,7.49,55.33	21.90,7.49,55.33	0.015
-19.35,-30.64,-36.34	-19.35,-30.65,-36.34	0.008
-10.60,9.72,31.36	-10.62,9.70,31.37	0.027
-13.95,12.71,20.09	-14.10,12.60,20.01	0.206
14.51,27.09,1.74	14.54,27.33,1.70	0.248
23.01,24.47,-19.44	23.01,24.45,-19.43	0.026
4.72,-4.66,-23.97	4.72,-4.66,-23.98	0.010
14.23,20.84,-29.66	14.23,20.84,-29.65	0.012
0.92,8.80,-14.79	0.93,8.69,-14.74	0.121
0.40,-10.92,11.50	0.40,-11.06,11.52	0.141
17.74,17.37,53.59	17.82,17.44,53.61	0.104
-30.16,-26.36,-13.63	-30.16,-26.36,-13.63	0.006
10.22,22.39,31.27	10.22,22.44,31.28	0.047
31.65,11.48,14.58	31.56,11.43,14.53	0.117
-15.97,18.84,26.02	-16.13,18.87,26.03	0.168
8.25,1.10,63.21	8.26,1.10,63.27	0.062
2.11,-7.08,57.83	2.10,-7.20,57.83	0.123
13.83,11.06,63.13	13.83,11.06,63.14	0.009
2.39,18.38,58.09	2.41,18.33,58.08	0.056
12.07,25.49,-6.81	12.09,25.45,-6.80	0.039
-2.80,-7.72,-39.38	-2.81,-7.72,-39.37	0.005
33.06,7.65,-24.39	33.08,7.66,-24.40	0.021
-39.15,-13.90,-13.18	-39.11,-13.89,-13.20	0.047
-35.89,-27.08,-26.55	-35.83,-27.01,-26.55	0.090
16.07,21.44,36.93	16.09,21.54,36.94	0.100
18.93,26.27,-7.59	18.92,26.22,-7.58	0.058
22.69,25.69,-1.99	22.63,25.56,-2.00	0.148
-9.60,24.48,22.63	-9.63,24.58,22.60	0.109
22.80,-5.42,20.31	22.72,-5.26,20.26	0.182
-36.60,-25.73,-30.33	-36.61,-25.73,-30.33	0.009
17.39,25.97,-9.93	17.39,26.01,-9.94	0.047
-39.77,-18.19,-34.19	-39.84,-18.21,-34.21	0.075
15.11,-14.49,-16.04	15.11,-14.52,-16.07	0.039
13.92,-2.27,63.18	13.91,-2.28,63.09	0.094
26.04,-11.56,-2.53	26.02,-11.46,-2.56	0.105
-9.37,-28.88,-29.14	-9.27,-29.02,-29.17	0.173
-14.10,-11.36,-48.20	-14.09,-11.36,-48.25	0.044
-37.48,-13.97,-42.32	-37.44,-13.96,-42.30	0.049
-1.00,-9.49,-32.14	-1.06,-9.53,-32.11	0.083
3.51,8.21,63.44	3.51,8.21,63.41	0.024
7.82,-7.87,21.09	7.81,-7.84,21.09	0.038
-13.05,3.00,8.23	-13.19,3.05,8.24	0.147
-31.16,-29.12,-19.56	-31.22,-29.24,-19.51	0.139
26.46,-13.20,-16.15	26.45,-13.19,-16.15	0.002
11.62,-9.96,10.82	11.66,-10.14,10.90	0.200
-25.26,-28.19,-13.65	-25.27,-28.29,-13.58	0.116
20.05,-2.20,42.56	20.23,-2.39,42.58	0.253
11.31,21.31,-12.33	11.31,21.31,-12.33	0.000
14.56,-6.37,27.25	14.55,-6.29,27.25	0.080
-11.18,22.18,18.89	-11.17,22.16,18.91	0.029
-21.23,-22.48,-7.91	-21.23,-22.44,-7.97	0.069
16.44,-14.63,-0.85	16.41,-14.56,-0.91	0.094
-21.30,-20.20,-6.75	-21.30,-20.20,-6.75	0.000
-4.47,13.77,53.20	-4.47,13.77,53.20	0.003
-22.10,5.16,-13.94	-22.10,5.18,-13.91	0.029
37.61,2.74,9.38	37.58,2.74,9.35	0.046
0.77,18.31,5.03	0.74,18.32,5.00	0.036
34.56,5.20,-21.94	34.50,5.20,-21.90	0.066
13.87,-6.02,39.09	13.85,-5.95,39.10	0.077
29.51,5.64,21.16	29.38,5.66,21.11	0.135
14.53,-16.64,-3.40	14.53,-16.65,-3.40	0.010
-33.34,8.30,-25.17	-33.32,8.26,-25.17	0.041
19.61,21.62,-27.82	19.58,21.58,-27.75	0.095
-13.48,1.95,8.37	-13.47,1.95,8.36	0.017
4.58,-7.01,42.65	4.58,-7.00,42.65	0.011
16.22,22.05,-28.93	16.25,22.11,-28.98	0.083
-5.99,-0.38,51.01	-5.83,-0.32,51.02	0.174
-0.41,-20.79,-20.38	-0.46,-20.75,-20.39	0.060
8.92,-6.64,49.28	8.97,-6.85,49.27	0.210
31.64,13.10,13.34	31.69,13.12,13.38	0.070
0.54,3.20,-22.98	0.50,3.17,-22.94	0.060
27.45,22.59,-14.95	27.48,22.63,-14.95	0.047
-17.32,-7.62,-0.85	-17.34,-7.63,-0.84	0.023
-13.17,5.11,-0.34	-13.05,4.97,-0.36	0.188
-32.23,-4.60,-9.53	-32.23,-4.60,-9.52	0.002
17.91,22.96,22.69	17.85,22.77,22.67	0.202
2.00,-3.30,-25.12	2.07,-3.27,-25.18	0.094
2.49,-17.52,-19.74	2.62,-17.69,-19.77	0.218
