200,OUTPUT4/PA4-J-Output.txt
-8.35,8.11,-23.99	-8.36,8.09,-23.99	0.019
15.75,23.43,-27.24	15.76,23.40,-27.21	0.045
32.57,15.93,10.10	32.61,15.95,10.12	0.053
-4.17,-0.98,-32.10	-4.24,-1.02,-32.10	0.081
-4.47,13.82,53.53	-4.43,13.80,53.52	0.043
26.04,-2.56,-27.42	26.06,-2.53,-27.38	0.053
20.82,21.45,23.08	20.80,21.41,23.07	0.039
32.59,6.59,-25.37	32.53,6.60,-25.33	0.071
29.60,12.79,17.53	29.51,12.77,17.48	0.106
-4.54,-18.46,-39.63	-4.58,-18.45,-39.60	0.061
17.58,24.76,11.95	17.63,24.92,11.99	0.168
25.60,16.62,22.32	25.47,16.55,22.28	0.158
14.61,23.05,25.25	14.61,23.12,25.25	0.074
-12.67,-29.41,-35.02	-12.64,-29.47,-35.05	0.074
-40.12,-17.13,-32.61	-40.14,-17.13,-32.62	0.026
-9.42,-28.12,-34.38	-9.47,-28.06,-34.34	0.080
4.41,24.27,12.18	4.38,24.33,12.18	0.071
-21.83,12.13,-25.43	-21.83,12.14,-25.43	0.014
-16.58,-27.57,-40.19	-16.58,-27.60,-40.20	0.027
-27.20,-28.63,-14.82	-27.20,-28.64,-14.81	0.012
-21.91,-22.03,-45.86	-21.91,-22.03,-45.86	0.005
-20.07,11.22,-20.17	-20.07,11.22,-20.17	0.002
4.02,-14.38,-2.18	4.03,-14.31,-2.22	0.083
-0.89,-6.16,-29.67	-0.87,-6.15,-29.69	0.029
23.73,13.46,35.62	23.58,13.38,35.58	0.176
2.34,18.85,3.31	2.34,18.85,3.31	0.003
35.00,1.51,11.93	35.11,1.50,12.03	0.152
-40.42,0.69,-22.67	-40.45,0.70,-22.67	0.032
12.58,22.96,28.57	12.58,22.87,28.55	0.087
-15.16,-31.41,-31.68	-15.18,-31.34,-31.67	0.070
-35.84,-3.25,-42.39	-35.82,-3.26,-42.37	0.032
33.56,-5.38,-7.30	33.55,-5.38,-7.30	0.006
31.00,20.04,-2.52	30.99,20.04,-2.52	0.003
3.42,21.70,4.50	3.43,21.69,4.51	0.021
-17.87,10.47,-35.62	-17.86,10.51,-35.63	0.046
-6.32,3.40,-31.92	-6.41,3.36,-31.92	0.099
-13.04,11.10,29.42	-13.03,11.12,29.41	0.025
-9.46,-26.17,-15.69	-9.45,-26.18,-15.68	0.019
32.80,4.13,14.94	32.84,4.13,14.97	0.053
7.45,11.91,-10.21	7.47,11.87,-10.17	0.061
14.82,-7.64,16.89	14.80,-7.51,16.86	0.137
20.44,-1.60,43.99	20.60,-1.78,44.04	0.249
17.13,-3.94,52.01	17.05,-3.84,52.00	0.130
-11.95,11.18,16.07	-11.89,11.16,16.11	0.070
-7.35,6.24,-27.44	-7.42,6.15,-27.42	0.120
-40.53,-3.19,-35.02	-40.56,-3.18,-35.04	0.034
0.09,-6.31,45.69	0.08,-6.36,45.69	0.046
18.69,23.10,-26.39	18.69,23.10,-26.39	0.007
20.30,-16.12,-14.90	20.31,-16.14,-14.90	0.024
-28.17,6.36,-15.13	-28.18,6.33,-15.16	0.043
-27.27,-31.65,-31.43	-27.23,-31.55,-31.41	0.107
-39.47,-22.05,-20.04	-39.39,-22.00,-20.05	0.101
-25.30,11.34,-29.99	-25.28,11.28,-29.97	0.066
-0.55,-14.89,-34.95	-0.48,-14.88,-34.97	0.073
32.41,13.58,-22.02	32.36,13.54,-21.99	0.071
2.83,18.28,59.32	2.80,18.36,59.32	0.093
2.83,23.50,26.14	2.83,23.49,26.14	0.012
-6.82,-22.79,-13.61	-6.81,-22.81,-13.60	0.025
-30.02,2.29,-42.14	-30.03,2.30,-42.14	0.009
-10.82,6.13,21.92	-10.77,6.15,21.90	0.058
-38.38,-12.51,-41.76	-38.25,-12.52,-41.68	0.149
-5.71,-24.66,-34.44	-5.68,-24.70,-34.45	0.057
19.02,12.87,62.44	19.01,12.86,62.44	0.002
-0.54,-7.90,27.86	-0.55,-7.99,27.87	0.084
-4.72,2.86,-28.03	-4.67,2.91,-28.08	0.086
26.04,23.44,4.73	26.02,23.40,4.73	0.047
-28.34,-3.56,-10.00	-28.34,-3.54,-9.96	0.050
29.93,7.42,19.39	29.98,7.43,19.41	0.051
13.11,7.70,62.95	13.10,7.70,63.01	0.064
-6.92,3.65,38.89	-6.84,3.66,38.89	0.080
26.68,-8.11,7.01	26.66,-7.95,6.95	0.172
17.95,25.60,-15.36	17.96,25.47,-15.35	0.133
37.28,-1.48,-3.91	37.26,-1.46,-3.91	0.030
-22.79,-32.50,-22.75	-22.79,-32.44,-22.76	0.059
-0.60,20.00,9.13	-0.68,20.08,9.07	0.131
2.38,-18.24,-17.37	2.39,-18.26,-17.38	0.020
21.92,-5.06,21.71	22.01,-5.22,21.76	0.191
-4.76,-3.03,44.66	-4.77,-3.04,44.66	0.018
0.86,-16.88,-7.42	0.85,-16.81,-7.45	0.085
26.65,22.72,-18.50	26.66,22.74,-18.50	0.030
7.46,-10.85,-22.47	7.39,-10.80,-22.36	0.136
15.67,20.70,46.78	15.67,20.70,46.78	0.004
6.40,-7.02,40.38	6.38,-6.86,40.38	0.160
-9.58,7.62,-31.45	-9.50,7.69,-31.46	0.101
-22.60,-10.84,-49.06	-22.61,-10.82,-49.03	0.032
-8.96,-23.14,-12.16	-8.97,-23.14,-12.16	0.005
21.90,-10.48,2.07	21.88,-10.43,2.03	0.068
29.51,0.19,18.72	29.50,0.19,18.72	0.007
-39.70,-7.01,-39.12	-39.65,-7.03,-39.09	0.062
-27.64,11.00,-27.62	-27.66,11.04,-27.63	0.043
-26.55,2.80,-13.30	-26.55,2.80,-13.30	0.002
-17.94,-0.99,-47.00	-17.93,-1.02,-46.93	0.075
-15.80,15.52,20.70	-15.93,15.50,20.61	0.153
-29.20,4.82,-14.17	-29.20,4.81,-14.18	0.015
-0.11,21.84,35.14	-0.12,21.79,35.12	0.051
-15.30,20.71,27.05	-15.41,20.78,27.07	0.136
-18.88,-6.04,-48.42	-18.88,-6.04,-48.41	0.007
1.71,-18.02,-23.28	1.72,-18.03,-23.29	0.010
-0.71,-21.24,-24.06	-0.65,-21.29,-24.07	0.077
-35.14,-14.53,-44.63	-35.10,-14.50,-44.58	0.068
0.91,-16.84,-7.66	0.92,-16.89,-7.64	0.057
5.42,-10.63,13.06	5.43,-10.68,13.08	0.050
26.88,10.76,25.64	26.97,10.79,25.66	0.095
-32.72,-17.76,-8.71	-32.70,-17.75,-8.76	0.048
23.64,-10.77,0.05	23.63,-10.73,0.03	0.049
-1.38,-6.85,33.28	-1.41,-6.94,33.29	0.086
-0.66,-21.34,-23.16	-0.66,-21.34,-23.16	0.003
6.41,22.89,27.55	6.41,23.00,27.56	0.111
7.54,1.60,63.25	7.54,1.61,63.31	0.062
21.47,24.83,-22.38	21.39,24.66,-22.35	0.195
-41.92,-18.38,-28.47	-41.97,-18.39,-28.50	0.063
-6.14,22.17,36.16	-6.15,22.03,36.07	0.170
-2.74,18.93,10.10	-2.74,18.92,10.10	0.006
-20.34,-27.05,-11.42	-20.34,-27.06,-11.41	0.020
0.72,6.97,63.45	0.72,6.97,63.44	0.008
-32.78,-29.24,-28.34	-32.71,-29.14,-28.33	0.123
-10.63,-26.94,-37.96	-10.67,-26.88,-37.91	0.086
-7.51,8.38,-14.41	-7.50,8.23,-14.42	0.146
35.55,9.79,-17.70	35.53,9.78,-17.69	0.026
-9.11,-10.47,3.81	-9.10,-10.45,3.80	0.024
25.50,0.75,29.12	25.44,0.78,29.11	0.063
-6.83,-26.57,-32.73	-6.83,-26.57,-32.73	0.001
35.02,15.46,-11.63	34.93,15.40,-11.61	0.111
-12.58,2.36,10.59	-12.62,2.37,10.60	0.046
-6.46,9.19,50.91	-6.46,9.19,50.91	0.004
32.85,-6.16,0.42	32.96,-6.30,0.43	0.174
16.31,19.20,50.18	16.41,19.30,50.19	0.149
21.84,14.15,43.14	21.86,14.16,43.15	0.030
-34.08,-12.72,-46.07	-34.08,-12.72,-46.06	0.003
-24.95,-32.39,-30.39	-24.94,-32.37,-30.38	0.030
-22.54,1.20,-45.56	-22.54,1.17,-45.54	0.034
-18.54,-2.89,-47.35	-18.54,-2.89,-47.35	0.003
32.43,0.50,-24.85	32.45,0.50,-24.87	0.030
31.43,19.49,-2.78	31.38,19.46,-2.77	0.056
23.22,13.08,38.85	23.16,13.05,38.84	0.063
20.55,14.13,51.12	20.66,14.20,51.14	0.131
26.00,4.04,31.19	25.99,4.04,31.19	0.007
15.47,-6.82,-22.13	15.46,-6.84,-22.24	0.115
36.70,-2.50,-7.70	36.69,-2.50,-7.70	0.010
-19.04,6.23,-14.37	-19.06,6.27,-14.34	0.053
14.56,21.90,36.10	14.57,21.92,36.10	0.018
11.71,20.37,59.94	11.71,20.34,59.94	0.028
-15.20,1.96,-44.44	-15.21,1.95,-44.43	0.009
23.75,-10.42,0.61	23.75,-10.42,0.61	0.004
-42.16,-15.60,-29.18	-42.14,-15.61,-29.16	0.024
-15.14,13.22,29.91	-15.17,13.20,29.92	0.040
-19.18,-11.74,-3.91	-19.20,-11.80,-3.82	0.109
-3.44,-9.30,17.93	-3.48,-9.44,17.95	0.145
-34.64,-17.89,-43.21	-34.64,-17.89,-43.21	0.007
-13.30,-25.27,-11.57	-13.32,-25.25,-11.61	0.044
25.65,12.32,28.67	25.65,12.32,28.67	0.005
12.50,-16.15,-2.40	12.47,-16.26,-2.37	0.119
-15.71,-27.00,-40.83	-15.72,-26.97,-40.80	0.048
-9.66,-3.90,15.46	-9.60,-3.87,15.45	0.065
-38.62,-9.71,-41.40	-38.62,-9.71,-41.40	0.000
-17.67,12.06,-25.43	-17.67,12.03,-25.43	0.032
8.89,-15.96,-12.50	8.90,-16.03,-12.50	0.067
18.26,-5.21,31.74	18.24,-5.15,31.74	0.055
15.51,21.70,36.79	15.50,21.68,36.79	0.023
10.65,10.28,63.12	10.65,10.28,63.16	0.038
18.46,25.46,-14.79	18.46,25.52,-14.79	0.066
-10.46,11.36,13.91	-10.47,11.36,13.91	0.007
21.28,-15.68,-5.26	21.16,-15.51,-5.33	0.218
-3.79,24.40,23.80	-3.78,24.47,23.79	0.076
-19.37,6.99,-15.25	-19.35,6.96,-15.27	0.036
-14.42,6.67,-40.05	-14.43,6.67,-40.05	0.003
18.32,20.92,36.28	18.32,20.93,36.28	0.004
