200,OUTPUT4/PA4-K-Output.txt
21.49,-4.78,24.44	21.50,-4.80,24.45	0.029
-9.71,6.28,-35.85	-9.73,6.25,-35.83	0.040
-6.79,14.06,43.16	-6.85,14.07,43.19	0.070
-43.90,-9.38,-26.30	-44.00,-9.39,-26.32	0.098
22.00,-1.19,37.43	22.12,-1.31,37.45	0.170
-19.40,-5.89,-2.62	-19.45,-5.91,-2.55	0.082
-25.61,-23.73,-43.71	-25.61,-23.72,-43.69	0.028
-2.63,-11.88,4.78	-2.63,-11.90,4.79	0.026
-6.57,-16.98,-5.99	-6.58,-17.05,-5.93	0.093
21.25,-9.35,4.59	21.29,-9.46,4.63	0.120
-34.01,-1.65,-11.11	-34.01,-1.70,-11.13	0.047
-6.04,0.14,53.75	-6.02,0.15,53.75	0.023
23.50,10.75,43.01	23.33,10.71,42.98	0.174
-3.87,-3.80,-38.50	-3.91,-3.82,-38.48	0.052
21.46,-1.89,37.18	21.54,-1.96,37.19	0.113
16.86,21.32,-29.20	16.87,21.32,-29.21	0.006
-4.51,24.77,25.36	-4.53,24.68,25.36	0.087
-19.47,-24.60,-44.00	-19.46,-24.63,-44.03	0.038
27.27,4.40,26.54	27.35,4.39,26.57	0.083
28.34,11.19,21.55	28.17,11.14,21.50	0.188
-38.39,-14.20,-40.80	-38.45,-14.22,-40.85	0.082
-32.73,-16.19,-8.07	-32.73,-16.19,-8.07	0.007
26.04,20.49,-23.32	26.01,20.47,-23.30	0.043
-7.90,-4.63,21.77	-7.83,-4.60,21.76	0.071
14.27,22.34,33.99	14.26,22.42,34.00	0.077
15.81,24.58,-18.52	15.82,24.56,-18.52	0.021
-10.66,-28.96,-20.64	-10.61,-29.06,-20.61	0.119
32.74,-2.47,-24.11	32.70,-2.45,-24.07	0.062
30.32,8.21,-28.41	30.32,8.21,-28.41	0.000
-13.02,10.88,-24.37	-13.01,10.89,-24.38	0.014
18.44,25.54,-15.36	18.44,25.51,-15.36	0.038
0.45,-15.39,-29.37	0.42,-15.38,-29.36	0.030
26.95,9.83,27.45	26.79,9.78,27.40	0.171
14.74,13.59,-28.54	14.75,13.61,-28.54	0.026
17.54,-3.50,49.22	17.58,-3.55,49.22	0.056
-43.88,-10.24,-23.48	-43.85,-10.24,-23.49	0.033
1.56,-14.92,-3.58	1.55,-14.82,-3.63	0.116
24.22,9.90,39.64	24.09,9.85,39.61	0.140
-9.03,11.04,36.05	-9.14,10.98,36.09	0.134
25.08,12.93,-29.68	25.09,12.94,-29.69	0.009
-7.06,5.25,58.70	-7.08,5.25,58.70	0.023
3.08,23.70,23.96	3.07,23.64,23.95	0.063
-4.59,0.77,-30.45	-4.58,0.78,-30.46	0.017
34.83,16.17,3.49	34.80,16.14,3.49	0.043
9.18,-6.40,-21.92	9.18,-6.39,-21.91	0.007
-35.78,-14.87,-9.41	-35.84,-14.87,-9.35	0.083
-21.84,2.31,-44.49	-21.84,2.36,-44.55	0.073
-21.91,-9.67,-4.13	-21.93,-9.67,-4.08	0.055
-38.28,-21.55,-16.90	-38.27,-21.55,-16.90	0.008
-5.94,-0.62,44.85	-5.79,-0.57,44.85	0.155
-1.13,-16.36,-35.97	-1.14,-16.35,-35.96	0.015
1.37,-9.21,-27.59	1.41,-9.20,-27.62	0.054
32.60,6.45,-25.20	32.60,6.45,-25.20	0.005
24.64,-2.50,25.47	24.62,-2.48,25.46	0.039
-1.75,-21.36,-32.33	-1.72,-21.37,-32.34	0.038
11.50,-6.34,41.40	11.51,-6.37,41.41	0.023
3.49,17.21,-1.25	3.53,17.18,-1.22	0.061
31.06,8.12,17.06	31.17,8.13,17.12	0.127
-16.91,-15.70,-47.98	-16.92,-15.69,-47.94	0.036
-38.86,-19.36,-15.80	-38.88,-19.37,-15.79	0.029
30.42,4.61,18.66	30.46,4.61,18.69	0.050
30.65,18.65,-18.51	30.77,18.72,-18.55	0.145
15.02,-10.57,7.56	15.02,-10.52,7.53	0.061
-2.34,-10.02,-39.20	-2.36,-10.02,-39.18	0.028
30.25,13.08,15.82	30.27,13.09,15.83	0.019
4.35,7.59,-16.15	4.33,7.54,-16.09	0.079
-38.59,-23.63,-31.06	-38.45,-23.53,-31.01	0.176
26.68,-3.23,-27.12	26.69,-3.21,-27.10	0.033
12.96,-7.49,-21.71	12.94,-7.50,-21.79	0.082
35.87,-2.27,-17.35	35.89,-2.27,-17.35	0.024
6.87,22.99,27.79	6.87,22.98,27.79	0.013
26.79,-12.51,-10.15	26.74,-12.46,-10.17	0.073
2.71,-6.88,51.01	2.71,-6.89,51.01	0.007
-10.32,18.18,37.62	-10.30,18.17,37.60	0.029
-4.15,24.08,29.12	-4.14,24.18,29.14	0.098
-32.00,-29.29,-22.08	-32.00,-29.30,-22.08	0.011
14.87,27.13,-1.63	14.87,27.09,-1.63	0.043
-19.09,-30.92,-16.93	-19.10,-30.88,-16.95	0.043
-28.80,-17.34,-7.35	-28.80,-17.34,-7.39	0.036
7.36,22.69,29.16	7.36,22.75,29.17	0.068
-13.68,-29.05,-17.37	-13.70,-29.01,-17.40	0.050
7.44,7.09,63.07	7.44,7.09,63.07	0.003
-7.78,3.19,30.31	-7.79,3.18,30.32	0.014
8.11,-7.45,60.11	8.10,-7.30,60.12	0.150
22.75,3.20,44.94	22.83,3.19,44.96	0.075
27.95,-12.27,-13.91	27.95,-12.27,-13.91	0.001
-19.87,-32.84,-28.53	-19.88,-32.73,-28.52	0.110
-32.68,2.71,-40.26	-32.67,2.71,-40.25	0.009
23.79,-11.25,-1.06	23.78,-11.20,-1.08	0.055
-8.56,-6.19,-45.00	-8.52,-6.17,-45.05	0.066
21.97,18.76,27.95	22.12,18.87,27.99	0.195
-6.43,-11.21,4.61	-6.43,-11.23,4.62	0.022
4.47,-8.27,23.00	4.49,-8.40,23.02	0.134
34.98,0.88,11.89	35.07,0.87,11.97	0.123
-3.92,23.95,30.45	-3.94,23.85,30.43	0.103
-11.88,-23.88,-11.33	-11.92,-23.83,-11.41	0.096
18.54,26.95,-1.82	18.54,26.94,-1.82	0.010
6.55,-10.52,-22.91	6.54,-10.50,-22.89	0.034
-27.65,-26.93,-12.09	-27.65,-26.93,-12.09	0.006
30.59,7.55,-28.21	30.56,7.55,-28.18	0.038
26.68,17.21,18.15	26.67,17.20,18.14	0.019
-39.90,-15.73,-35.12	-39.85,-15.73,-35.11	0.052
-10.47,9.67,12.37	-10.47,9.67,12.37	0.000
-40.11,-20.87,-30.80	-40.18,-20.91,-30.82	0.082
-12.81,10.41,-21.80	-12.83,10.37,-21.81	0.043
-8.32,8.85,36.05	-8.19,8.87,36.01	0.141
-0.07,17.11,58.72	-0.08,17.12,58.72	0.016
35.28,15.75,4.00	35.20,15.68,3.99	0.105
18.26,-11.33,3.80	18.25,-11.32,3.79	0.011
-5.19,-22.65,-36.87	-5.21,-22.63,-36.85	0.033
-15.07,-8.35,0.87	-15.11,-8.37,0.91	0.059
40.29,3.09,-4.20	40.46,2.98,-4.18	0.205
-7.62,5.17,32.53	-7.71,5.15,32.55	0.097
-20.14,-14.79,-48.65	-20.14,-14.81,-48.70	0.054
-17.54,10.87,-33.69	-17.51,10.99,-33.72	0.131
12.27,25.60,-7.02	12.32,25.51,-6.99	0.113
22.15,24.91,5.52	22.18,25.00,5.54	0.098
-36.74,-6.24,-42.61	-36.67,-6.27,-42.53	0.111
1.41,-0.27,-24.32	1.39,-0.27,-24.28	0.044
29.26,-10.60,-18.87	29.29,-10.64,-18.89	0.053
6.08,-15.68,-5.04	6.09,-15.58,-5.05	0.097
10.10,-6.59,43.70	10.09,-6.51,43.70	0.079
18.56,16.35,-31.12	18.56,16.35,-31.12	0.000
-39.27,2.25,-21.81	-39.26,2.23,-21.81	0.021
-40.80,0.84,-24.91	-40.76,0.82,-24.92	0.050
34.57,11.81,10.39	34.67,11.82,10.46	0.125
-31.42,-9.91,-6.57	-31.37,-9.91,-6.63	0.077
-0.04,-14.45,-33.46	-0.05,-14.45,-33.46	0.008
-7.43,8.48,-16.69	-7.43,8.34,-16.70	0.139
29.93,20.70,-15.50	30.01,20.78,-15.52	0.116
-7.49,2.56,31.80	-7.40,2.58,31.78	0.093
-1.94,-22.14,-31.50	-1.97,-22.12,-31.49	0.032
34.48,12.61,10.52	34.48,12.61,10.52	0.005
-31.75,-13.03,-46.64	-31.75,-13.03,-46.63	0.004
19.64,0.43,58.97	19.72,0.39,58.98	0.090
22.57,9.26,51.62	22.32,9.25,51.59	0.249
22.69,-8.34,7.08	22.68,-8.31,7.07	0.039
-26.89,0.20,-45.23	-26.91,0.22,-45.27	0.048
-21.69,-32.63,-30.00	-21.69,-32.70,-30.01	0.071
